,Movie,Year,Duration,Rating,Voting,Description
6486,Keelakadu,2022,2h 2m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">One farmer in the village fight agent the villain (the village landlord) legally and get back the land he already brought and which was converted by villain in plots to be sold for commercial purpose and not agriculture.</div>"
6487,Krishna Arjuna Yoogam,2020,Nil,Nil,Nil,
6488,Mridanga Chakravarthi,1983,Nil,6.4,10,
6489,Podi Mass,2020,Nil,Nil,Nil,
6490,Kalyani,1952,Nil,Nil,Nil,
6491,B.E,Nil,Nil,Nil,Nil,
6492,Amaya,1h 48m,Nil,Nil,Nil,
6493,Maanavan Ninaithal,2008,2h 15m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">In a village near Tiruvannamalai, the gifted student Sakthi (Rithik) is from a poor family and his widow mother Lakshmi (Vaman Malini) runs a roadside food stall. Sakthi secures the state rank in plus two exam and he wishes to continue his studies but his family conditions and poverty compel him to give up his dream. During a television interview, Sakthi tells about his dream and the government then helps financially Sakthi to pursue his studies. Sakthi joins a prominent college in Chennai and he stays in a lodge with his new collegemate Kottachi (Kottachi). Sakthi gets acquainted with a group of three bad students in the college and he starts taking drugs and drinking liquor. In the meantime, Sakthi befriends his collegemate Nivetha (Varshini) and falls in love with her. When Nivetha comes to know about Sakthi loving her, she rejects him stating the difference in their status. One day, the bad students take advantage of Sakthi and they even steal his money, therefore, he cannot pay the college fees. Failing in life and in love, Sakthi decides to hang himself in a remote forest but before, he conveys his decision through an audio cassette and sends it to his mother by parcel. At that point, the press reporter Raj (K. Bhagyaraj) comes across him and saves him from ending his life. Raj, who is a skilled strategist and manipulator, even promises him to solve all his problems. Raj first blackmails Nivetha to disclose about her love affair with Sakthi to her family and asks her money to buy his silence. With that money, he could pay the college fees of Sakthi. Raj then intercepts the audio cassette with the help of the police. Meanwhile, Nivetha accepts Sakthi's love. Later, Sakthi saves the three bad students who had stolen his money from being expelled from the college and they apologize for their mistakes. Sakthi passes the exam and he eventually marries Nivetha.</div>"
6494,Pudhusu Kanna Pudhusu,2008,1h 50m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">In Chennai, Raja (A. R. Venkatesh) and Kodiswaran (Kadhal Sukumar) are auto rickshaw drivers the morning and they attend a tutorial college the evening. Their collegemate Radha (Priyanka Shailu) who is from a wealthy family and arrogant woman loves making the boys fall at her feet. Radha now wants Raja to fall in love with her but Raja refuses her love proposal and tells her his past. In the past, Raja and Devi (Jacqueline) fell in love with each other and they even decide to get married. But one day, Devi told him that she doesn't love him anymore and they split up. After completing his police training, Raja became a police constable. The first day of his duty, the head constable Ekambaram and Raja had to transfer Devi to the jail. During the travel, their car broke down in a remote place. Raja and Devi stayed in a vacant house for the night. Devi told Raja that Rocky (Pandiyan) had tried to rape her and during the fight, she accidentally stabbed her best friend. The next day, Devi fled the place when Raja was still sleeping. Back to the present, Radha sincerely falls in love Raja and even changes her behaviour to charm him. Her uncle (Mahanadi Shankar) wants to marry Radha at any cost so he kidnaps Raja with his henchmen, and they eventually kill him in her house. Overwhelmed by her lover's death, Radha becomes mentally disturbed and she dies by falling from the balcony.</div>"
6495,Viraivil Isai,2015,2h 5m,Nil,Nil,
6496,Dhikku Theriyadha Kattil,1972,Nil,Nil,Nil,
6497,Ennai Vittuppogathe,1988,Nil,Nil,Nil,
6498,David Uncle,1992,Nil,Nil,Nil,
6499,Visaranai Kaithi,Nil,Nil,Nil,Nil,
6500,Mangalyam,1954,Nil,Nil,Nil,
6501,Raman Ethanai Ramanadi,1970,2h 26m,5.8,11,
6502,Theevinai Achcham,2020,Nil,Nil,Nil,
6503,The Journey of Bed,Nil,Nil,Nil,Nil,
6504,Mahakavi Kalidasu,1960,2h 30m,7.0,12,"<div class=""ipc-html-content-inner-div"">Naive upper-caste poet Kali is forced to leave his home after he commences an affair with a low-caste woman, and faces challenges thereafter.</div>"
6505,Anthasthu,1985,2h 6m,Nil,Nil,
6506,Piragu,2007,2h 25m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Sathya (Hamsavardhan) is a drama director in his village who lives with his father Ramaiah (Malaysia Vasudevan), a respected Koothu artist, and his mother (Sabitha Anand). The village belle Thulasi (Keerthi Chawla), Sathya's relative, is in love with him since her childhood. Sathya comes to Chennai with hopes of becoming a cinema director one day. In Chennai, he lost his luggage and contact addresses. He is now is left penniless and has nowhere to go. Sofia (Sunitha Varma), a small mechanic shop owner, gives him food to eat and accommodates him in her mechanic shop. In turn, Sathya helps her repair motorcycles besides looking for a film producer. Afterwards, Sofia falls in love with Sathya. At last, impressed by Sathya's story, a film producer accepts to producer his film. The same day, Sathya saves David (Karate Raja) from being killed by local rowdies. The gang leader Antony (Dhandapani) commends Sathya for saving his brother from the rival gang rowdies and offers him to join his gang. Sathya declines Antony's proposal and speaks ill of his activity. Thereafter, Sathya's parents and Thulasi arrive in Chennai; they are accommodated by Sofia in her house. In the meantime, Antony and the rival gang leader Annapoorani (Emey) make peace and want to kill Sathya. What transpires next forms the rest of the story.</div>"
6507,Methavigal,1955,2h 10m,Nil,Nil,
6508,Yaen?,1970,Nil,Nil,Nil,
6509,Voymaye Velloom,1997,2h 30m,Nil,Nil,
6510,Ottam Aarambam,2014,Nil,Nil,Nil,
6511,417 Miles,2016,1h 15m,7.0,10,"<div class=""ipc-html-content-inner-div"">It's a Mumble-Core, Road-Trip, Reunion Buddy movie in English, Hindi, and Tamil about two best friends from college who have lost touch because one of them does not believe in Facebook. A decade later they take a road trip down the Pacific Coast Highway and discover a few things about themselves and each other.</div>"
6512,Raja Nagam,1974,Nil,Nil,Nil,
6513,Poompavai,1944,Nil,Nil,Nil,
6514,Nagareega Komali,2006,2h 10m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">In Madurai, Gopi (Bala Joseph) lives with his widowed mother (Sabitha Anand) and runs a cable TV comedy channel called ""Nagareega Komali"" with his friends. To push up their viewer rating, Gopi and his friends also prank people and telecast it on their channel. One day, Gopi pranks an old woman who was selling idly on the roadside and he gets scolded on phone by an anonymous woman. Gopi tracks down the caller's number and finds the woman: his new neighbour Kaveri (Neetha Sree), a gutsy and outspoken woman who fights for justice and spreads social awareness. In the meantime, a few people are falling into a coma in the city after being administered a strong dose of chloroform. One day, Gopi witnesses Kaveri giving an injection to a greedy loan shark. Gopi then meets her father Ellaiah (Bala Singh) who is working in a tea shop and Ellaiah tells him about their bitter past. Many years ago, in Tanjore, Ellaiah was a farmer who lived happily with his wife and kids. But in 1995, due to drought and lack of water, Ellaiah decided to get a bank loan to build a well in his land. However, there was no water in the well and he could not farm as before so he sold his land. Encumbered with debts and suffering from hunger, Ellaiah, his wife, his little son and Kaveri decide to commit suicide by drinking poison. His wife and son died but Kaveri and Ellaiah survived. Thereafter, for Kaveri's studies, they came to Madurai. Back to the present, Kaveri scolds Gopi and his friends for wasting their time with their comedy channel. Her speech is the eye-opener for Gopi and he decides to do relevant shows for the society on their channel. Gopi slowly falls in love with Kaveri. In the meantime, Kaveri is arrested for giving injections to loan sharks. Thereafter, Gopi faces a lot of problems for making socially conscious shows. Kaveri is then released on bail from jail. Gopi cannot anymore run his cable TV channel as he wished joins, so he joins hand with Kaveri to start a newspaper called ""Nagareega Komali"".</div>"
6515,Adukku Malli,1979,Nil,Nil,Nil,
6516,Aadhikkam,2005,2h,Nil,Nil,
6517,Manasukketha Maapillai,1990,Nil,Nil,Nil,
6518,Malargal Nanaiginrana,1985,Nil,Nil,Nil,
6519,Rajavin Paarvai,1990,Nil,Nil,Nil,
6520,Karagattakkari,2005,Nil,Nil,Nil,
6521,Oru Kudumbathin Kathai,1975,Nil,Nil,Nil,
6522,Kettapaiyan Sir Ivan,2018,Nil,Nil,Nil,
6523,Neethikku Dhandanai,1987,Nil,Nil,Nil,
6524,Nee En Uyire,2014,2h 28m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">This family story, rising high on emotions and based on real life incidents is directed by Vikas Lalithraja, starring Navarasan and Vaishali in the lead roles.</div>"
6525,Vigneshwar 1991,1991,Nil,4.6,7,
6526,Asai Alaigal,1963,Nil,Nil,Nil,
6527,Bhakta Tulsidas,1937,Nil,Nil,Nil,
6528,Sabadham,1971,Nil,Nil,Nil,
6529,Gnana Sundari,1935,Nil,Nil,Nil,
6530,Adangamai,Nil,Nil,Nil,Nil,
6531,Enakku Onnu Therinjaakanum,2020,Nil,Nil,Nil,
6532,Katchi Neram,2h 2m,Nil,Nil,Nil,
6533,Jalli Kattu Kalai,1994,Nil,Nil,Nil,
6534,Devdass Parvati,2018,Nil,Nil,Nil,
6535,Government Maappillai,1992,2h 22m,Nil,Nil,
6536,Apoorva Sahodarargal,1949,Nil,7.3,15,
6537,Kannile Irrupathenna?,2021,2h,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A depressed doctor, Shankar, is struggling to overcome the challenges in his family life, as he is tortured by a dark secret. Suddenly one day there is a murder in his home. Who is the murderer and what was Shankar's secret?</div>"
6538,Karpoora Deepam,1985,Nil,Nil,Nil,
6539,Untitled Go-Su Project,Nil,Nil,Nil,Nil,
6540,Kandathai Sollugiren,2015,1h 47m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">'Vision Unfolded' premise deals with the art, culture, the kith and kin, the joys and sorrows, love and the family bonding of a particular sector of people.</div>"
6541,Chennai Talkies,2022,Nil,Nil,Nil,
6542,Kasimedu Govindhan,2008,Nil,Nil,Nil,
6543,Ezhudhaantha Chattangal,1984,Nil,Nil,Nil,
6544,Sagakkal,2011,2h 25m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">In a remote village, Mahi (Sanjeev) is an ambitious football player who aspires to get a job in Indian Railways on sports quota and he lives with his widow mother (Senthi Kumari). His best friends Meiyyar (Shankar) and Balu (Enamala Shiva Shankar) often tease Mahi for being single while Mahi hates people who are in love. One day, Mahi falls in love with Devasena at first sight. Devasena is from a wealthy and respected family. Mahi starts to tell lies about his love matter to his friends. Later, Mahi and his friends go on a pilgrimage to Palani Murugan temple and Devasena is also part of the pilgrimage but Mahi is unable to convey his love. When Devasena comes to know about Mahi loving her and telling fake stories about their love to his friends, she scolds him. Mahi, in turn, tells Devasena that his love is pure and sincerely loves her. One day, Devasena's father Varadhan (Jayaprakash) is stabbed by his relative and Mahi takes him to the hospital thus saving his life. Devasena thanks him for saving her father. Devasena who slowly fell in love with Mahi agrees to marry him but only with the approval of her family. Meanwhile, Varadhan finds her a groom. Mahi and Devasena decide to elope and to get married with the help of Meiyyar and Balu. Devasena then feels bad not telling anything to her father, so she calls him and convinces him to unite them. Unfortunately, Devasena meets with an accident and dies at the hospital. Her family scolds him and a heartbroken Mahi dies on the spot.</div>"
